"customer_id","product_id","order_qty","unit_price","unit_price_discount","order_date","sales_order_number"
16903,765,1,699.0982,0.0000,"2005-07-08 01:00:00","SO43726"
6467,750,1,3578.2700,0.0000,"2005-07-08 01:00:00","SO43727"
11549,752,1,3578.2700,0.0000,"2005-07-09 01:00:00","SO43728"
3392,773,1,3399.9900,0.0000,"2005-07-09 01:00:00","SO43729"
14663,773,1,3399.9900,0.0000,"2005-07-09 01:00:00","SO43730"
4984,753,1,3578.2700,0.0000,"2005-07-09 01:00:00","SO43731"
12565,777,1,3374.9900,0.0000,"2005-07-09 01:00:00","SO43732"
15498,751,1,3578.2700,0.0000,"2005-07-09 01:00:00","SO43733"
14154,751,1,3578.2700,0.0000,"2005-07-10 01:00:00","SO43734"
16300,749,1,3578.2700,0.0000,"2005-07-10 01:00:00","SO43735"
11269,773,1,3399.9900,0.0000,"2005-07-10 01:00:00","SO43736"
20666,750,1,3578.2700,0.0000,"2005-07-11 01:00:00","SO43737"
17081,751,1,3578.2700,0.0000,"2005-07-11 01:00:00","SO43738"
20158,749,1,3578.2700,0.0000,"2005-07-11 01:00:00","SO43739"
19328,751,1,3578.2700,0.0000,"2005-07-11 01:00:00","SO43740"
4003,749,1,3578.2700,0.0000,"2005-07-12 01:00:00","SO43741"
11896,753,1,3578.2700,0.0000,"2005-07-12 01:00:00","SO43742"
3878,774,1,3399.9900,0.0000,"2005-07-12 01:00:00","SO43743"
3395,752,1,3578.2700,0.0000,"2005-07-12 01:00:00","SO43744"
15940,750,1,3578.2700,0.0000,"2005-07-13 01:00:00","SO43745"
19123,751,1,3578.2700,0.0000,"2005-07-13 01:00:00","SO43746"
18154,753,1,3578.2700,0.0000,"2005-07-14 01:00:00","SO43747"
7620,752,1,3578.2700,0.0000,"2005-07-14 01:00:00","SO43748"
8825,753,1,3578.2700,0.0000,"2005-07-14 01:00:00","SO43749"
17608,750,1,3578.2700,0.0000,"2005-07-14 01:00:00","SO43750"
8368,752,1,3578.2700,0.0000,"2005-07-14 01:00:00","SO43751"
16884,750,1,3578.2700,0.0000,"2005-07-14 01:00:00","SO43752"
10375,749,1,3578.2700,0.0000,"2005-07-14 01:00:00","SO43753"
9646,751,1,3578.2700,0.0000,"2005-07-15 01:00:00","SO43754"
12715,750,1,3578.2700,0.0000,"2005-07-15 01:00:00","SO43755"
3536,765,1,699.0982,0.0000,"2005-07-15 01:00:00","SO43756"
2521,777,1,3374.9900,0.0000,"2005-07-15 01:00:00","SO43757"
5365,749,1,3578.2700,0.0000,"2005-07-16 01:00:00","SO43758"
12446,749,1,3578.2700,0.0000,"2005-07-16 01:00:00","SO43759"
2674,753,1,3578.2700,0.0000,"2005-07-16 01:00:00","SO43760"
15377,749,1,3578.2700,0.0000,"2005-07-16 01:00:00","SO43761"
9955,753,1,3578.2700,0.0000,"2005-07-17 01:00:00","SO43762"
4926,752,1,3578.2700,0.0000,"2005-07-17 01:00:00","SO43763"
9686,749,1,3578.2700,0.0000,"2005-07-17 01:00:00","SO43764"
6377,773,1,3399.9900,0.0000,"2005-07-17 01:00:00","SO43765"
17360,752,1,3578.2700,0.0000,"2005-07-18 01:00:00","SO43766"
5454,777,1,3374.9900,0.0000,"2005-07-18 01:00:00","SO43767"
15139,751,1,3578.2700,0.0000,"2005-07-19 01:00:00","SO43768"
3338,751,1,3578.2700,0.0000,"2005-07-19 01:00:00","SO43769"
11969,751,1,3578.2700,0.0000,"2005-07-19 01:00:00","SO43770"
12587,764,1,699.0982,0.0000,"2005-07-19 01:00:00","SO43771"
6665,751,1,3578.2700,0.0000,"2005-07-19 01:00:00","SO43772"
10934,753,1,3578.2700,0.0000,"2005-07-19 01:00:00","SO43773"
11118,752,1,3578.2700,0.0000,"2005-07-19 01:00:00","SO43774"
5526,774,1,3399.9900,0.0000,"2005-07-19 01:00:00","SO43775"
6367,753,1,3578.2700,0.0000,"2005-07-20 01:00:00","SO43776"
15798,750,1,3578.2700,0.0000,"2005-07-20 01:00:00","SO43777"
7394,772,1,3399.9900,0.0000,"2005-07-20 01:00:00","SO43778"
11781,762,1,699.0982,0.0000,"2005-07-20 01:00:00","SO43779"
16764,750,1,3578.2700,0.0000,"2005-07-21 01:00:00","SO43780"
13787,751,1,3578.2700,0.0000,"2005-07-21 01:00:00","SO43781"
4351,751,1,3578.2700,0.0000,"2005-07-21 01:00:00","SO43782"
17515,751,1,3578.2700,0.0000,"2005-07-21 01:00:00","SO43783"
3462,749,1,3578.2700,0.0000,"2005-07-22 01:00:00","SO43784"
8185,750,1,3578.2700,0.0000,"2005-07-22 01:00:00","SO43785"
14613,750,1,3578.2700,0.0000,"2005-07-22 01:00:00","SO43786"
20242,771,1,3399.9900,0.0000,"2005-07-22 01:00:00","SO43787"
16405,778,1,3374.9900,0.0000,"2005-07-22 01:00:00","SO43788"
12880,778,1,3374.9900,0.0000,"2005-07-22 01:00:00","SO43789"
12801,771,1,3399.9900,0.0000,"2005-07-22 01:00:00","SO43790"
2560,753,1,3578.2700,0.0000,"2005-07-22 01:00:00","SO43791"
5070,751,1,3578.2700,0.0000,"2005-07-22 01:00:00","SO43792"
13531,771,1,3399.9900,0.0000,"2005-07-22 01:00:00","SO43793"
15638,774,1,3399.9900,0.0000,"2005-07-22 01:00:00","SO43794"
3264,751,1,3578.2700,0.0000,"2005-07-23 01:00:00","SO43795"
2840,770,1,699.0982,0.0000,"2005-07-23 01:00:00","SO43796"
2558,751,1,3578.2700,0.0000,"2005-07-23 01:00:00","SO43797"
8440,749,1,3578.2700,0.0000,"2005-07-23 01:00:00","SO43798"
14743,751,1,3578.2700,0.0000,"2005-07-23 01:00:00","SO43799"
7208,750,1,3578.2700,0.0000,"2005-07-24 01:00:00","SO43800"
13606,750,1,3578.2700,0.0000,"2005-07-24 01:00:00","SO43801"
6946,751,1,3578.2700,0.0000,"2005-07-24 01:00:00","SO43802"
8044,753,1,3578.2700,0.0000,"2005-07-25 01:00:00","SO43803"
8995,749,1,3578.2700,0.0000,"2005-07-25 01:00:00","SO43804"
16998,763,1,699.0982,0.0000,"2005-07-25 01:00:00","SO43805"
17649,751,1,3578.2700,0.0000,"2005-07-25 01:00:00","SO43806"
6464,751,1,3578.2700,0.0000,"2005-07-26 01:00:00","SO43807"
15864,752,1,3578.2700,0.0000,"2005-07-26 01:00:00","SO43808"
3860,749,1,3578.2700,0.0000,"2005-07-26 01:00:00","SO43809"
11901,772,1,3399.9900,0.0000,"2005-07-26 01:00:00","SO43810"
2857,773,1,3399.9900,0.0000,"2005-07-26 01:00:00","SO43811"
4817,751,1,3578.2700,0.0000,"2005-07-27 01:00:00","SO43812"
7852,777,1,3374.9900,0.0000,"2005-07-27 01:00:00","SO43813"
12869,777,1,3374.9900,0.0000,"2005-07-27 01:00:00","SO43814"
6880,750,1,3578.2700,0.0000,"2005-07-27 01:00:00","SO43815"
12207,753,1,3578.2700,0.0000,"2005-07-27 01:00:00","SO43816"
3645,749,1,3578.2700,0.0000,"2005-07-27 01:00:00","SO43817"
7498,751,1,3578.2700,0.0000,"2005-07-27 01:00:00","SO43818"
6229,773,1,3399.9900,0.0000,"2005-07-27 01:00:00","SO43819"
15130,751,1,3578.2700,0.0000,"2005-07-28 01:00:00","SO43820"
15761,749,1,3578.2700,0.0000,"2005-07-28 01:00:00","SO43821"
10955,752,1,3578.2700,0.0000,"2005-07-28 01:00:00","SO43822"
6953,770,1,699.0982,0.0000,"2005-07-28 01:00:00","SO43823"
2784,768,1,699.0982,0.0000,"2005-07-28 01:00:00","SO43824"
7910,752,1,3578.2700,0.0000,"2005-07-28 01:00:00","SO43825"
14673,775,1,3374.9900,0.0000,"2005-07-28 01:00:00","SO43826"
18436,768,1,699.0982,0.0000,"2005-07-28 01:00:00","SO43827"
4094,749,1,3578.2700,0.0000,"2005-07-29 01:00:00","SO43828"
15701,749,1,3578.2700,0.0000,"2005-07-29 01:00:00","SO43829"
9511,750,1,3578.2700,0.0000,"2005-07-29 01:00:00","SO43830"
15088,776,1,3374.9900,0.0000,"2005-07-29 01:00:00","SO43831"
14767,749,1,3578.2700,0.0000,"2005-07-29 01:00:00","SO43832"
7709,749,1,3578.2700,0.0000,"2005-07-30 01:00:00","SO43833"
6436,775,1,3374.9900,0.0000,"2005-07-30 01:00:00","SO43834"
8348,775,1,3374.9900,0.0000,"2005-07-30 01:00:00","SO43835"
10202,761,1,699.0982,0.0000,"2005-07-30 01:00:00","SO43836"
20229,777,1,3374.9900,0.0000,"2005-07-30 01:00:00","SO43837"
7293,752,1,3578.2700,0.0000,"2005-07-31 01:00:00","SO43838"
10973,750,1,3578.2700,0.0000,"2005-07-31 01:00:00","SO43839"
16460,762,1,699.0982,0.0000,"2005-07-31 01:00:00","SO43840"
19058,753,1,3578.2700,0.0000,"2005-07-31 01:00:00","SO43841"
9439,751,1,3578.2700,0.0000,"2005-07-31 01:00:00","SO43842"
9033,752,1,3578.2700,0.0000,"2005-08-01 01:00:00","SO43918"
18487,753,1,3578.2700,0.0000,"2005-08-01 01:00:00","SO43919"
18064,752,1,3578.2700,0.0000,"2005-08-01 01:00:00","SO43920"
9463,752,1,3578.2700,0.0000,"2005-08-01 01:00:00","SO43921"
17140,749,1,3578.2700,0.0000,"2005-08-01 01:00:00","SO43922"
19776,751,1,3578.2700,0.0000,"2005-08-02 01:00:00","SO43923"
20610,749,1,3578.2700,0.0000,"2005-08-02 01:00:00","SO43924"
19385,753,1,3578.2700,0.0000,"2005-08-02 01:00:00","SO43925"
9489,778,1,3374.9900,0.0000,"2005-08-03 01:00:00","SO43926"
17616,753,1,3578.2700,0.0000,"2005-08-03 01:00:00","SO43927"
5369,752,1,3578.2700,0.0000,"2005-08-03 01:00:00","SO43928"
16321,760,1,699.0982,0.0000,"2005-08-03 01:00:00","SO43929"
19176,751,1,3578.2700,0.0000,"2005-08-04 01:00:00","SO43930"
8583,752,1,3578.2700,0.0000,"2005-08-04 01:00:00","SO43931"
17317,753,1,3578.2700,0.0000,"2005-08-04 01:00:00","SO43932"
13917,774,1,3399.9900,0.0000,"2005-08-04 01:00:00","SO43933"
9657,773,1,3399.9900,0.0000,"2005-08-04 01:00:00","SO43934"
7600,766,1,699.0982,0.0000,"2005-08-05 01:00:00","SO43935"
17870,750,1,3578.2700,0.0000,"2005-08-05 01:00:00","SO43936"
15175,751,1,3578.2700,0.0000,"2005-08-05 01:00:00","SO43937"
6302,749,1,3578.2700,0.0000,"2005-08-05 01:00:00","SO43938"
12222,751,1,3578.2700,0.0000,"2005-08-05 01:00:00","SO43939"
8521,767,1,699.0982,0.0000,"2005-08-05 01:00:00","SO43940"
10129,753,1,3578.2700,0.0000,"2005-08-06 01:00:00","SO43941"
5831,749,1,3578.2700,0.0000,"2005-08-06 01:00:00","SO43942"
10429,768,1,699.0982,0.0000,"2005-08-06 01:00:00","SO43943"
9790,771,1,3399.9900,0.0000,"2005-08-06 01:00:00","SO43944"
10689,749,1,3578.2700,0.0000,"2005-08-06 01:00:00","SO43945"
14446,752,1,3578.2700,0.0000,"2005-08-06 01:00:00","SO43946"
5021,749,1,3578.2700,0.0000,"2005-08-06 01:00:00","SO43947"
12928,772,1,3399.9900,0.0000,"2005-08-06 01:00:00","SO43948"
10874,749,1,3578.2700,0.0000,"2005-08-07 01:00:00","SO43949"
11367,750,1,3578.2700,0.0000,"2005-08-07 01:00:00","SO43950"
5898,750,1,3578.2700,0.0000,"2005-08-07 01:00:00","SO43951"
15007,751,1,3578.2700,0.0000,"2005-08-07 01:00:00","SO43952"
12335,770,1,699.0982,0.0000,"2005-08-08 01:00:00","SO43953"
7614,750,1,3578.2700,0.0000,"2005-08-08 01:00:00","SO43954"
16063,753,1,3578.2700,0.0000,"2005-08-08 01:00:00","SO43955"
17272,771,1,3399.9900,0.0000,"2005-08-08 01:00:00","SO43956"
3025,752,1,3578.2700,0.0000,"2005-08-09 01:00:00","SO43957"
8962,751,1,3578.2700,0.0000,"2005-08-09 01:00:00","SO43958"
13948,775,1,3374.9900,0.0000,"2005-08-09 01:00:00","SO43959"
19870,776,1,3374.9900,0.0000,"2005-08-09 01:00:00","SO43960"
10545,750,1,3578.2700,0.0000,"2005-08-10 01:00:00","SO43961"
17590,751,1,3578.2700,0.0000,"2005-08-10 01:00:00","SO43962"
13738,753,1,3578.2700,0.0000,"2005-08-10 01:00:00","SO43963"
14217,751,1,3578.2700,0.0000,"2005-08-10 01:00:00","SO43964"
18643,778,1,3374.9900,0.0000,"2005-08-10 01:00:00","SO43965"
15676,774,1,3399.9900,0.0000,"2005-08-10 01:00:00","SO43966"
16502,752,1,3578.2700,0.0000,"2005-08-11 01:00:00","SO43967"
19339,752,1,3578.2700,0.0000,"2005-08-11 01:00:00","SO43968"
12820,749,1,3578.2700,0.0000,"2005-08-11 01:00:00","SO43969"
20105,750,1,3578.2700,0.0000,"2005-08-11 01:00:00","SO43970"
4809,753,1,3578.2700,0.0000,"2005-08-11 01:00:00","SO43971"
15949,753,1,3578.2700,0.0000,"2005-08-12 01:00:00","SO43972"
4409,751,1,3578.2700,0.0000,"2005-08-12 01:00:00","SO43973"
16787,751,1,3578.2700,0.0000,"2005-08-12 01:00:00","SO43974"
15324,751,1,3578.2700,0.0000,"2005-08-12 01:00:00","SO43975"
9603,749,1,3578.2700,0.0000,"2005-08-12 01:00:00","SO43976"
16269,751,1,3578.2700,0.0000,"2005-08-12 01:00:00","SO43977"
16267,749,1,3578.2700,0.0000,"2005-08-13 01:00:00","SO43978"
3653,760,1,699.0982,0.0000,"2005-08-13 01:00:00","SO43979"
13513,778,1,3374.9900,0.0000,"2005-08-13 01:00:00","SO43980"
9893,753,1,3578.2700,0.0000,"2005-08-13 01:00:00","SO43981"
16808,770,1,699.0982,0.0000,"2005-08-13 01:00:00","SO43982"
18200,753,1,3578.2700,0.0000,"2005-08-14 01:00:00","SO43983"
9391,750,1,3578.2700,0.0000,"2005-08-14 01:00:00","SO43984"
4861,752,1,3578.2700,0.0000,"2005-08-14 01:00:00","SO43985"
15339,749,1,3578.2700,0.0000,"2005-08-14 01:00:00","SO43986"
18914,749,1,3578.2700,0.0000,"2005-08-15 01:00:00","SO43987"
12751,771,1,3399.9900,0.0000,"2005-08-15 01:00:00","SO43988"
20636,751,1,3578.2700,0.0000,"2005-08-15 01:00:00","SO43989"
8118,771,1,3399.9900,0.0000,"2005-08-15 01:00:00","SO43990"
14419,749,1,3578.2700,0.0000,"2005-08-15 01:00:00","SO43991"
17904,750,1,3578.2700,0.0000,"2005-08-15 01:00:00","SO43992"
10187,753,1,3578.2700,0.0000,"2005-08-17 01:00:00","SO43993"
11766,753,1,3578.2700,0.0000,"2005-08-18 01:00:00","SO43994"
4458,751,1,3578.2700,0.0000,"2005-08-18 01:00:00","SO43995"
19104,749,1,3578.2700,0.0000,"2005-08-18 01:00:00","SO43996"
17255,749,1,3578.2700,0.0000,"2005-08-18 01:00:00","SO43997"
9475,775,1,3374.9900,0.0000,"2005-08-18 01:00:00","SO43998"
10298,750,1,3578.2700,0.0000,"2005-08-18 01:00:00","SO43999"
12522,750,1,3578.2700,0.0000,"2005-08-19 01:00:00","SO44000"
15644,752,1,3578.2700,0.0000,"2005-08-19 01:00:00","SO44001"
7587,767,1,699.0982,0.0000,"2005-08-19 01:00:00","SO44002"
12049,770,1,699.0982,0.0000,"2005-08-19 01:00:00","SO44003"
17240,749,1,3578.2700,0.0000,"2005-08-19 01:00:00","SO44004"
7262,766,1,699.0982,0.0000,"2005-08-19 01:00:00","SO44005"
12392,749,1,3578.2700,0.0000,"2005-08-19 01:00:00","SO44006"
4740,759,1,699.0982,0.0000,"2005-08-19 01:00:00","SO44007"
16447,751,1,3578.2700,0.0000,"2005-08-20 01:00:00","SO44008"
7942,753,1,3578.2700,0.0000,"2005-08-20 01:00:00","SO44009"
7881,749,1,3578.2700,0.0000,"2005-08-20 01:00:00","SO44010"
19822,749,1,3578.2700,0.0000,"2005-08-20 01:00:00","SO44011"
15276,776,1,3374.9900,0.0000,"2005-08-20 01:00:00","SO44012"
15837,751,1,3578.2700,0.0000,"2005-08-20 01:00:00","SO44013"
8038,752,1,3578.2700,0.0000,"2005-08-21 01:00:00","SO44014"
8254,750,1,3578.2700,0.0000,"2005-08-21 01:00:00","SO44015"
5863,777,1,3374.9900,0.0000,"2005-08-21 01:00:00","SO44016"
16951,749,1,3578.2700,0.0000,"2005-08-21 01:00:00","SO44017"
17004,777,1,3374.9900,0.0000,"2005-08-21 01:00:00","SO44018"
2409,749,1,3578.2700,0.0000,"2005-08-21 01:00:00","SO44019"
4485,750,1,3578.2700,0.0000,"2005-08-21 01:00:00","SO44020"
16240,775,1,3374.9900,0.0000,"2005-08-21 01:00:00","SO44021"
11955,752,1,3578.2700,0.0000,"2005-08-22 01:00:00","SO44022"
3344,776,1,3374.9900,0.0000,"2005-08-22 01:00:00","SO44023"
4966,753,1,3578.2700,0.0000,"2005-08-22 01:00:00","SO44024"
16209,753,1,3578.2700,0.0000,"2005-08-22 01:00:00","SO44025"
20269,749,1,3578.2700,0.0000,"2005-08-22 01:00:00","SO44026"
4289,749,1,3578.2700,0.0000,"2005-08-23 01:00:00","SO44027"
18753,751,1,3578.2700,0.0000,"2005-08-23 01:00:00","SO44028"
17337,777,1,3374.9900,0.0000,"2005-08-23 01:00:00","SO44029"
14974,750,1,3578.2700,0.0000,"2005-08-24 01:00:00","SO44030"
15221,752,1,3578.2700,0.0000,"2005-08-24 01:00:00","SO44031"
13712,771,1,3399.9900,0.0000,"2005-08-24 01:00:00","SO44032"
6491,753,1,3578.2700,0.0000,"2005-08-24 01:00:00","SO44033"
19671,752,1,3578.2700,0.0000,"2005-08-24 01:00:00","SO44034"
19126,751,1,3578.2700,0.0000,"2005-08-24 01:00:00","SO44035"
3969,749,1,3578.2700,0.0000,"2005-08-24 01:00:00","SO44036"
13154,763,1,699.0982,0.0000,"2005-08-24 01:00:00","SO44037"
12116,771,1,3399.9900,0.0000,"2005-08-24 01:00:00","SO44038"
3419,770,1,699.0982,0.0000,"2005-08-25 01:00:00","SO44039"
16962,778,1,3374.9900,0.0000,"2005-08-25 01:00:00","SO44040"
17142,752,1,3578.2700,0.0000,"2005-08-25 01:00:00","SO44041"
4461,752,1,3578.2700,0.0000,"2005-08-26 01:00:00","SO44042"
17643,750,1,3578.2700,0.0000,"2005-08-26 01:00:00","SO44043"
5879,753,1,3578.2700,0.0000,"2005-08-26 01:00:00","SO44044"
11937,771,1,3399.9900,0.0000,"2005-08-26 01:00:00","SO44045"
11920,752,1,3578.2700,0.0000,"2005-08-26 01:00:00","SO44046"
19269,771,1,3399.9900,0.0000,"2005-08-26 01:00:00","SO44047"
17194,753,1,3578.2700,0.0000,"2005-08-26 01:00:00","SO44048"
7399,753,1,3578.2700,0.0000,"2005-08-27 01:00:00","SO44049"
8720,749,1,3578.2700,0.0000,"2005-08-27 01:00:00","SO44050"
8853,749,1,3578.2700,0.0000,"2005-08-28 01:00:00","SO44051"
17015,753,1,3578.2700,0.0000,"2005-08-28 01:00:00","SO44052"
15463,768,1,699.0982,0.0000,"2005-08-29 01:00:00","SO44053"
8518,753,1,3578.2700,0.0000,"2005-08-29 01:00:00","SO44054"
20166,749,1,3578.2700,0.0000,"2005-08-29 01:00:00","SO44055"
14127,753,1,3578.2700,0.0000,"2005-08-29 01:00:00","SO44056"
2685,768,1,699.0982,0.0000,"2005-08-29 01:00:00","SO44057"
8428,777,1,3374.9900,0.0000,"2005-08-29 01:00:00","SO44058"
10415,752,1,3578.2700,0.0000,"2005-08-29 01:00:00","SO44059"
5162,770,1,699.0982,0.0000,"2005-08-29 01:00:00","SO44060"
6589,749,1,3578.2700,0.0000,"2005-08-30 01:00:00","SO44061"
10563,749,1,3578.2700,0.0000,"2005-08-30 01:00:00","SO44062"
14359,771,1,3399.9900,0.0000,"2005-08-30 01:00:00","SO44063"
15176,749,1,3578.2700,0.0000,"2005-08-30 01:00:00","SO44064"
4438,749,1,3578.2700,0.0000,"2005-08-30 01:00:00","SO44065"
16445,771,1,3399.9900,0.0000,"2005-08-30 01:00:00","SO44066"
17369,749,1,3578.2700,0.0000,"2005-08-30 01:00:00","SO44067"
8946,752,1,3578.2700,0.0000,"2005-08-31 01:00:00","SO44068"
20140,776,1,3374.9900,0.0000,"2005-08-31 01:00:00","SO44069"
4276,776,1,3374.9900,0.0000,"2005-08-31 01:00:00","SO44070"
15047,752,1,3578.2700,0.0000,"2005-08-31 01:00:00","SO44071"
5558,750,1,3578.2700,0.0000,"2005-08-31 01:00:00","SO44072"
5244,778,1,3374.9900,0.0000,"2005-08-31 01:00:00","SO44073"
15869,749,1,3578.2700,0.0000,"2005-09-01 01:00:00","SO44134"
10865,749,1,3578.2700,0.0000,"2005-09-01 01:00:00","SO44135"
4794,750,1,3578.2700,0.0000,"2005-09-01 01:00:00","SO44136"
8522,753,1,3578.2700,0.0000,"2005-09-01 01:00:00","SO44137"
9435,749,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44138"
4852,750,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44139"
18469,750,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44140"
17079,752,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44141"
12079,752,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44142"
18433,752,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44143"
11929,751,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44144"
20721,749,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44145"
12467,752,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44146"
17321,749,1,3578.2700,0.0000,"2005-09-02 01:00:00","SO44147"
4851,749,1,3578.2700,0.0000,"2005-09-03 01:00:00","SO44148"
5334,751,1,3578.2700,0.0000,"2005-09-03 01:00:00","SO44149"
9998,751,1,3578.2700,0.0000,"2005-09-03 01:00:00","SO44150"
18380,763,1,699.0982,0.0000,"2005-09-03 01:00:00","SO44151"
11435,773,1,3399.9900,0.0000,"2005-09-04 01:00:00","SO44152"
8665,751,1,3578.2700,0.0000,"2005-09-04 01:00:00","SO44153"
10840,750,1,3578.2700,0.0000,"2005-09-04 01:00:00","SO44154"
18219,752,1,3578.2700,0.0000,"2005-09-04 01:00:00","SO44155"
15776,773,1,3399.9900,0.0000,"2005-09-04 01:00:00","SO44156"
13372,753,1,3578.2700,0.0000,"2005-09-04 01:00:00","SO44157"
14393,750,1,3578.2700,0.0000,"2005-09-05 01:00:00","SO44158"
3899,750,1,3578.2700,0.0000,"2005-09-05 01:00:00","SO44159"
11431,751,1,3578.2700,0.0000,"2005-09-05 01:00:00","SO44160"
8992,753,1,3578.2700,0.0000,"2005-09-06 01:00:00","SO44161"
5304,750,1,3578.2700,0.0000,"2005-09-06 01:00:00","SO44162"
12135,753,1,3578.2700,0.0000,"2005-09-06 01:00:00","SO44163"
11450,749,1,3578.2700,0.0000,"2005-09-06 01:00:00","SO44164"
3178,752,1,3578.2700,0.0000,"2005-09-06 01:00:00","SO44165"
16846,768,1,699.0982,0.0000,"2005-09-06 01:00:00","SO44166"
8845,753,1,3578.2700,0.0000,"2005-09-06 01:00:00","SO44167"
19237,752,1,3578.2700,0.0000,"2005-09-07 01:00:00","SO44168"
15735,750,1,3578.2700,0.0000,"2005-09-07 01:00:00","SO44169"
19914,753,1,3578.2700,0.0000,"2005-09-07 01:00:00","SO44170"
9315,752,1,3578.2700,0.0000,"2005-09-07 01:00:00","SO44171"
9999,768,1,699.0982,0.0000,"2005-09-07 01:00:00","SO44172"
13176,751,1,3578.2700,0.0000,"2005-09-08 01:00:00","SO44173"
3249,750,1,3578.2700,0.0000,"2005-09-08 01:00:00","SO44174"
6563,752,1,3578.2700,0.0000,"2005-09-08 01:00:00","SO44175"
7607,753,1,3578.2700,0.0000,"2005-09-09 01:00:00","SO44176"
7701,777,1,3374.9900,0.0000,"2005-09-09 01:00:00","SO44177"
20501,751,1,3578.2700,0.0000,"2005-09-09 01:00:00","SO44178"
9326,777,1,3374.9900,0.0000,"2005-09-09 01:00:00","SO44179"
15681,774,1,3399.9900,0.0000,"2005-09-09 01:00:00","SO44180"
3267,751,1,3578.2700,0.0000,"2005-09-09 01:00:00","SO44181"
13002,749,1,3578.2700,0.0000,"2005-09-09 01:00:00","SO44182"
7126,749,1,3578.2700,0.0000,"2005-09-10 01:00:00","SO44183"
18728,753,1,3578.2700,0.0000,"2005-09-10 01:00:00","SO44184"
9755,749,1,3578.2700,0.0000,"2005-09-10 01:00:00","SO44185"
7754,774,1,3399.9900,0.0000,"2005-09-12 01:00:00","SO44186"
11372,752,1,3578.2700,0.0000,"2005-09-12 01:00:00","SO44187"
6719,766,1,699.0982,0.0000,"2005-09-13 01:00:00","SO44188"
7368,760,1,699.0982,0.0000,"2005-09-13 01:00:00","SO44189"
18220,775,1,3374.9900,0.0000,"2005-09-13 01:00:00","SO44190"
19807,749,1,3578.2700,0.0000,"2005-09-13 01:00:00","SO44191"
18161,751,1,3578.2700,0.0000,"2005-09-14 01:00:00","SO44192"
3337,751,1,3578.2700,0.0000,"2005-09-14 01:00:00","SO44193"
3090,749,1,3578.2700,0.0000,"2005-09-14 01:00:00","SO44194"
16976,752,1,3578.2700,0.0000,"2005-09-14 01:00:00","SO44195"
19258,753,1,3578.2700,0.0000,"2005-09-14 01:00:00","SO44196"
2759,751,1,3578.2700,0.0000,"2005-09-15 01:00:00","SO44197"
5620,749,1,3578.2700,0.0000,"2005-09-15 01:00:00","SO44198"
